Nombre provincia,Nombre municipio,Nombre completo,Nombre,Número,Dirección,Enlace
ALBACETE,ALBATANA,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,ALBOREA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,ALCADOZO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,ALCALA DEL JUCAR,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,ALCARAZ,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,ALMANSA,ALMANSA,ALMANSA,,"San Cristóbal, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/almansa/registro-de-la-propiedad-de-almansa
ALBACETE,ALPERA,ALMANSA,ALMANSA,,"San Cristóbal, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/almansa/registro-de-la-propiedad-de-almansa
ALBACETE,AYNA,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,BALAZOTE,ALBACETE 4,ALBACETE,4,"Padre Romano, 12 - 3º drcha.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-04
ALBACETE,BALSA DE VES,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,BALLESTERO (EL),ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,BARRAX,ALBACETE 4,ALBACETE,4,"Padre Romano, 12 - 3º drcha.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-04
ALBACETE,BIENSERVIDA,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,BOGARRA,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,BONETE,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,BONILLO (EL),ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,CARCELEN,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,CASAS DE JUAN NUÑEZ,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,CASAS DE LAZARO,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,CASAS DE VES,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,CASAS-IBAÑEZ,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,CAUDETE,ALMANSA,ALMANSA,,"San Cristóbal, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/almansa/registro-de-la-propiedad-de-almansa
ALBACETE,CENIZATE,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,CORRAL-RUBIO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,COTILLAS,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,CHINCHILLA DE MONTE-ARAGON,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,ELCHE DE LA SIERRA,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,FEREZ,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,FUENSANTA,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,FUENTE-ALAMO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,FUENTEALBILLA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,GINETA (LA),ALBACETE 4,ALBACETE,4,"Padre Romano, 12 - 3º drcha.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-04
ALBACETE,GOLOSALVO,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,HELLIN,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,HERRERA (LA),ALBACETE 4,ALBACETE,4,"Padre Romano, 12 - 3º drcha.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/albacete/registro-de-la-propiedad-de-albacete-n-04
ALBACETE,HIGUERUELA,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,HOYA-GONZALO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,JORQUERA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,LETUR,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,LEZUZA,VILLARROBLEDO,VILLARROBLEDO,,"Corredero del Agua, 34 c/v C/ Requena",https://www.registradores.org/directorio/-/registros/propiedad/albacete/villarrobledo/registro-de-la-propiedad-de-villarrobledo
ALBACETE,LIETOR,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,MADRIGUERAS,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,MAHORA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,MASEGOSO,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,MINAYA,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,MOLINICOS,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,MONTALVOS,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,MONTEALEGRE DEL CASTILLO,ALMANSA,ALMANSA,,"San Cristóbal, 10 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/almansa/registro-de-la-propiedad-de-almansa
ALBACETE,MOTILLEJA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,MUNERA,VILLARROBLEDO,VILLARROBLEDO,,"Corredero del Agua, 34 c/v C/ Requena",https://www.registradores.org/directorio/-/registros/propiedad/albacete/villarrobledo/registro-de-la-propiedad-de-villarrobledo
ALBACETE,NAVAS DE JORQUERA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,NERPIO,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,ONTUR,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,OSSA DE MONTIEL,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,PATERNA DEL MADERA,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,PEÑASCOSA,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,PEÑAS DE SAN PEDRO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,PETROLA,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,POVEDILLA,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,POZOHONDO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,POZO-LORENTE,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,POZUELO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,RECUEJA (LA),CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,RIOPAR,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,ROBLEDO,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,RODA (LA),LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,SALOBRE,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,SAN PEDRO,CHINCHILLA DE MONTE - ARAGON,CHINCHILLA DE MONTE - ARAGON,,"San Blas, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/chinchilla-de-monte-aragon/registro-de-la-propiedad-de-chinchilla-de-monte-aragon
ALBACETE,SOCOVOS,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,TARAZONA DE LA MANCHA,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,TOBARRA,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,VALDEGANGA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,VIANOS,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,VILLA DE VES,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,VILLALGORDO DEL JUCAR,LA RODA,LA RODA,,"Plaza Mayor, 8 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/roda-la/registro-de-la-propiedad-de-roda-la
ALBACETE,VILLAMALEA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,VILLAPALACIOS,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,VILLARROBLEDO,VILLARROBLEDO,VILLARROBLEDO,,"Corredero del Agua, 34 c/v C/ Requena",https://www.registradores.org/directorio/-/registros/propiedad/albacete/villarrobledo/registro-de-la-propiedad-de-villarrobledo
ALBACETE,VILLATOYA,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,VILLAVALIENTE,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALBACETE,VILLAVERDE DE GUADALIMAR,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,VIVEROS,ALCARAZ,ALCARAZ,,"Fray Fermín Cerro, 1",https://www.registradores.org/directorio/-/registros/propiedad/albacete/alcaraz/registro-de-la-propiedad-de-alcaraz
ALBACETE,YESTE,YESTE,YESTE,,"San Bartolomé, 9 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/albacete/yeste/registro-de-la-propiedad-de-yeste
ALBACETE,ONTUR-ALBATANA,HELLIN,HELLIN,,"Plaza de Santa Ana, 11 - 2ª pl.",https://www.registradores.org/directorio/-/registros/propiedad/albacete/hellin/registro-de-la-propiedad-de-hellin
ALBACETE,TOMOS GENERALES,CASAS - IBAÑEZ,CASAS - IBAÑEZ,,"Doctor Fleming, 6 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/albacete/casas-ibanez/registro-de-la-propiedad-de-casas-ibanez
ALICANTE,ADSUBIA,PEGO,PEGO,,"San Rafael, 42 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/alicante/pego/registro-de-la-propiedad-de-pego
ALICANTE,AGOST,NOVELDA,NOVELDA,,"Avda. Constitución, 71-bajo",https://www.registradores.org/directorio/-/registros/propiedad/alicante/novelda/registro-de-la-propiedad-de-novelda
ALICANTE,AGRES,COCENTAINA,COCENTAINA,,"C/ Músico Gustavo Pascual, 5 - bajo, esq. Ronda Sur, 7",https://www.registradores.org/directorio/-/registros/propiedad/alicante/cocentaina/registro-de-la-propiedad-de-cocentaina
ALICANTE,AIGUES,JIJONA ( XIXONA ),JIJONA ( XIXONA ),,"Terradets, 15",https://www.registradores.org/directorio/-/registros/propiedad/alicante/jijonaxixona/registro-de-la-propiedad-de-jijonaxixona
ALICANTE,ALBATERA,CALLOSA DE SEGURA,CALLOSA DE SEGURA,,Salitre 8 - bajo,https://www.registradores.org/directorio/-/registros/propiedad/alicante/callosa-de-segura/registro-de-la-propiedad-de-callosa-de-segura
ALICANTE,ALCALALI,PEDREGUER,PEDREGUER,,"Alcalde Jeremías Andrés, 2",https://www.registradores.org/directorio/-/registros/propiedad/alicante/pedreguer/registro-de-la-propiedad-de-pedreguer
ALICANTE,ALCOCER DE PLANES,COCENTAINA,COCENTAINA,,"C/ Músico Gustavo Pascual, 5 - bajo, esq. Ronda Sur, 7",https://www.registradores.org/directorio/-/registros/propiedad/alicante/cocentaina/registro-de-la-propiedad-de-cocentaina
ALICANTE,ALCOLEJA,COCENTAINA,COCENTAINA,,"C/ Músico Gustavo Pascual, 5 - bajo, esq. Ronda Sur, 7",https://www.registradores.org/directorio/-/registros/propiedad/alicante/cocentaina/registro-de-la-propiedad-de-cocentaina
ALICANTE,ALCOY/ALCOI,ALCOY ( ALCOI ),ALCOY ( ALCOI ),,"Santo Tomás, 2 - 2º",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alcoyalcoi/registro-de-la-propiedad-de-alcoyalcoi-n-01
ALICANTE,ALFAFARA,COCENTAINA,COCENTAINA,,"C/ Músico Gustavo Pascual, 5 - bajo, esq. Ronda Sur, 7",https://www.registradores.org/directorio/-/registros/propiedad/alicante/cocentaina/registro-de-la-propiedad-de-cocentaina
ALICANTE,ALFAS DEL PI (L'),CALLOSA DEN SARRIA,CALLOSA DEN SARRIA,,"carretera de Alacant, 48",https://www.registradores.org/directorio/-/registros/propiedad/alicante/callosa-den-sarria/registro-de-la-propiedad-de-callosa-den-sarria-n-01
ALICANTE,ALGORFA,TORREVIEJA 1,TORREVIEJA,1,"José Hurtado Romero, 4 - bajo",https://www.registradores.org/directorio/-/registros/propiedad/alicante/torrevieja/registro-de-la-propiedad-de-torrevieja-n-01
ALICANTE,ALGUEÑA,MONOVAR ( MONOVER ),MONOVAR ( MONOVER ),,"Alcalde Saturnino Cerdá, 9 - local 1",https://www.registradores.org/directorio/-/registros/propiedad/alicante/monovarmonover/registro-de-la-propiedad-de-monovarmonover
ALICANTE,ALICANTE/ALACANT,ALACANT 1,ALACANT,1,"Arquitecto Morell, 19 - 4ª",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-01
ALICANTE,ALICANTE/ALACANT,ALACANT 3,ALACANT,3,"Arquitecto Morell, 19 - 2º Centro",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-03
ALICANTE,ALICANTE/ALACANT,ALACANT 4,ALACANT,4,"Arquitecto Morell, 19 - 3º Centro",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-04
ALICANTE,ALICANTE/ALACANT,ALACANT 4,ALACANT,4,"Arquitecto Morell, 19 - 3º Centro",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-04
ALICANTE,ALICANTE/ALACANT,ALACANT 4,ALACANT,4,"Arquitecto Morell, 19 - 3º Centro",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-04
ALICANTE,ALICANTE/ALACANT,ALACANT 2,ALACANT,2,"Arquitecto Morell, 19 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-02
ALICANTE,ALICANTE/ALACANT,ALACANT 2,ALACANT,2,"Arquitecto Morell, 19 - 4º",https://www.registradores.org/directorio/-/registros/propiedad/alicante/alicantealacant/registro-de-la-propiedad-de-alacantalicante-n-02
